0 -0.355 -0.080 0.436, 1 -0.477 -1.425 -0.390, 2 -0.709 -0.159 0.873, 3 -0.783 2.658 1.741, 4 -0.312 5.763 1.934, 5 0.000 0.000 0.000, 6 0.154 3.061 0.957, 7 0.959 6.150 1.347, 8 -0.599 -2.771 -1.216, 9 -0.595 -4.087 -1.799, 10 -0.509 -4.145 -1.705, 11 -0.494 -4.179 -2.011, 12 -0.628 -4.280 -1.621, 13 -0.445 -3.921 -2.396, 14 -0.916 -4.138 -1.388, 15 -0.161 -2.630 -2.174, 16 0.048 -1.135 -1.528, 17 0.339 0.427 -0.608, 18 -1.036 -2.912 -0.257, 19 -1.250 -1.421 0.676, 20 -1.333 -0.096 1.467,
0 -0.397 -0.080 0.440, 1 -0.539 -1.426 -0.384, 2 -0.793 -0.161 0.880, 3 -0.762 2.670 1.757, 4 -0.399 5.757 1.940, 5 0.000 0.000 0.000, 6 0.069 3.058 0.965, 7 0.871 6.144 1.354, 8 -0.681 -2.772 -1.207, 9 -0.676 -4.088 -1.790, 10 -0.590 -4.146 -1.696, 11 -0.575 -4.179 -2.003, 12 -0.709 -4.280 -1.613, 13 -0.526 -3.922 -2.387, 14 -0.998 -4.139 -1.380, 15 -0.242 -2.631 -2.165, 16 -0.035 -1.136 -1.519, 17 0.255 0.425 -0.599, 18 -1.119 -2.913 -0.249, 19 -1.333 -1.422 0.684, 20 -1.418 -0.097 1.474,
0 -0.396 -0.081 0.440, 1 -0.538 -1.426 -0.384, 2 -0.792 -0.161 0.880, 3 -0.760 2.669 1.758, 4 -0.399 5.670 1.887, 5 0.000 0.000 0.000, 6 0.069 3.058 0.966, 7 0.869 6.139 1.358, 8 -0.680 -2.771 -1.208, 9 -0.676 -4.087 -1.791, 10 -0.590 -4.145 -1.698, 11 -0.567 -4.211 -2.010, 12 -0.709 -4.280 -1.614, 13 -0.526 -3.921 -2.388, 14 -0.997 -4.138 -1.382, 15 -0.243 -2.630 -2.165, 16 -0.035 -1.135 -1.519, 17 0.291 0.396 -0.518, 18 -1.117 -2.913 -0.250, 19 -1.331 -1.422 0.683, 20 -1.415 -0.098 1.474,
0 -0.350 -0.081 0.439, 1 -0.515 -1.426 -0.385, 2 -0.701 -0.161 0.877, 3 -0.761 2.669 1.760, 4 -0.401 5.750 1.951, 5 0.000 0.000 0.000, 6 0.068 3.057 0.968, 7 0.863 6.136 1.365, 8 -0.680 -2.771 -1.209, 9 -0.676 -4.087 -1.792, 10 -0.590 -4.145 -1.698, 11 -0.575 -4.178 -2.004, 12 -0.709 -4.279 -1.614, 13 -0.526 -3.920 -2.389, 14 -0.997 -4.138 -1.382, 15 -0.242 -2.630 -2.167, 16 -0.035 -1.135 -1.520, 17 0.254 0.425 -0.599, 18 -1.117 -2.912 -0.250, 19 -1.331 -1.422 0.683, 20 -1.415 -0.098 1.475,
0 -0.396 -0.080 0.440, 1 -0.538 -1.424 -0.383, 2 -0.792 -0.161 0.880, 3 -0.750 2.712 1.722, 4 -0.402 5.744 1.949, 5 0.000 0.000 0.000, 6 0.068 3.054 0.966, 7 0.862 6.130 1.363, 8 -0.679 -2.768 -1.207, 9 -0.676 -4.082 -1.790, 10 -0.590 -4.140 -1.696, 11 -0.575 -4.173 -2.002, 12 -0.708 -4.274 -1.612, 13 -0.526 -3.916 -2.386, 14 -0.997 -4.133 -1.380, 15 -0.242 -2.627 -2.164, 16 -0.035 -1.134 -1.518, 17 0.255 0.425 -0.598, 18 -1.117 -2.909 -0.250, 19 -1.330 -1.420 0.683, 20 -1.317 -0.098 1.476,
0 -0.397 -0.080 0.440, 1 -0.538 -1.424 -0.383, 2 -0.793 -0.161 0.879, 3 -0.763 2.666 1.756, 4 -0.354 5.765 1.785, 5 0.000 0.000 0.000, 6 0.067 3.053 0.965, 7 0.860 6.128 1.361, 8 -0.679 -2.768 -1.206, 9 -0.658 -4.086 -1.792, 10 -0.588 -4.141 -1.696, 11 -0.572 -4.174 -2.002, 12 -0.706 -4.275 -1.612, 13 -0.523 -3.917 -2.386, 14 -0.934 -4.144 -1.391, 15 -0.240 -2.627 -2.163, 16 -0.034 -1.134 -1.517, 17 0.256 0.424 -0.598, 18 -1.117 -2.909 -0.250, 19 -1.332 -1.420 0.683, 20 -1.320 -0.099 1.474,
0 -0.352 -0.080 0.438, 1 -0.497 -1.427 -0.386, 2 -0.703 -0.160 0.877, 3 -0.763 2.669 1.754, 4 -0.401 5.673 1.875, 5 0.000 0.000 0.000, 6 0.069 3.055 0.962, 7 0.871 6.141 1.347, 8 -0.643 -2.774 -1.209, 9 -0.660 -4.088 -1.790, 10 -0.589 -4.143 -1.694, 11 -0.574 -4.176 -2.000, 12 -0.708 -4.277 -1.610, 13 -0.525 -3.919 -2.384, 14 -0.936 -4.145 -1.389, 15 -0.241 -2.629 -2.162, 16 -0.034 -1.135 -1.517, 17 0.256 0.424 -0.599, 18 -1.045 -2.919 -0.257, 19 -1.335 -1.420 0.684, 20 -1.322 -0.097 1.475,
0 -0.352 -0.080 0.438, 1 -0.516 -1.425 -0.383, 2 -0.703 -0.160 0.877, 3 -0.762 2.670 1.753, 4 -0.396 5.760 1.930, 5 0.000 0.000 0.000, 6 0.070 3.056 0.961, 7 0.877 6.146 1.344, 8 -0.681 -2.770 -1.204, 9 -0.661 -4.088 -1.789, 10 -0.591 -4.143 -1.693, 11 -0.576 -4.177 -1.999, 12 -0.710 -4.278 -1.609, 13 -0.526 -3.919 -2.383, 14 -0.937 -4.146 -1.387, 15 -0.242 -2.630 -2.161, 16 -0.035 -1.136 -1.517, 17 0.256 0.424 -0.599, 18 -1.120 -2.910 -0.247, 19 -1.335 -1.420 0.684, 20 -1.322 -0.097 1.475,
0 -0.352 -0.080 0.438, 1 -0.498 -1.428 -0.385, 2 -0.705 -0.160 0.876, 3 -0.764 2.670 1.750, 4 -0.397 5.679 1.865, 5 0.000 0.000 0.000, 6 0.070 3.056 0.959, 7 0.880 6.148 1.336, 8 -0.644 -2.775 -1.208, 9 -0.659 -4.089 -1.789, 10 -0.589 -4.145 -1.693, 11 -0.573 -4.178 -1.999, 12 -0.708 -4.279 -1.609, 13 -0.524 -3.921 -2.382, 14 -0.936 -4.147 -1.388, 15 -0.241 -2.630 -2.160, 16 -0.034 -1.136 -1.515, 17 0.257 0.424 -0.598, 18 -1.046 -2.920 -0.256, 19 -1.337 -1.420 0.683, 20 -1.324 -0.097 1.473,
0 -0.398 -0.080 0.440, 1 -0.539 -1.426 -0.382, 2 -0.795 -0.160 0.880, 3 -0.763 2.670 1.753, 4 -0.399 5.677 1.873, 5 0.000 0.000 0.000, 6 0.070 3.057 0.961, 7 0.875 6.146 1.345, 8 -0.681 -2.771 -1.204, 9 -0.648 -4.092 -1.792, 10 -0.590 -4.145 -1.693, 11 -0.575 -4.178 -1.999, 12 -0.709 -4.280 -1.609, 13 -0.473 -3.928 -2.396, 14 -0.937 -4.148 -1.388, 15 -0.242 -2.631 -2.162, 16 -0.034 -1.136 -1.517, 17 0.257 0.424 -0.599, 18 -1.121 -2.911 -0.247, 19 -1.336 -1.420 0.684, 20 -1.323 -0.097 1.475,
0 -0.384 -0.091 0.483, 1 -0.505 -1.460 -0.336, 2 -0.768 -0.182 0.967, 3 -0.737 2.647 1.840, 4 -0.374 5.651 1.961, 5 0.000 0.000 0.000, 6 0.095 3.034 1.049, 7 0.899 6.120 1.433, 8 -0.626 -2.829 -1.155, 9 -0.619 -4.112 -1.705, 10 -0.562 -4.165 -1.606, 11 -0.546 -4.199 -1.911, 12 -0.681 -4.300 -1.522, 13 -0.445 -3.949 -2.308, 14 -0.909 -4.168 -1.301, 15 -0.233 -2.717 -2.142, 16 -0.007 -1.157 -1.427, 17 0.283 0.403 -0.510, 18 -1.018 -2.941 -0.169, 19 -1.309 -1.442 0.771, 20 -1.296 -0.119 1.562,
0 -0.339 -0.090 0.482, 1 -0.479 -1.443 -0.318, 2 -0.679 -0.180 0.965, 3 -0.737 2.650 1.838, 4 -0.370 5.662 1.949, 5 0.000 0.000 0.000, 6 0.097 3.035 1.046, 7 0.908 6.130 1.421, 8 -0.618 -2.796 -1.118, 9 -0.621 -4.112 -1.701, 10 -0.564 -4.165 -1.601, 11 -0.540 -4.232 -1.913, 12 -0.683 -4.300 -1.517, 13 -0.446 -3.949 -2.304, 14 -0.911 -4.168 -1.296, 15 -0.215 -2.652 -2.070, 16 -0.007 -1.158 -1.427, 17 0.284 0.402 -0.511, 18 -1.021 -2.940 -0.165, 19 -1.311 -1.440 0.773, 20 -1.299 -0.116 1.563,
0 -0.352 -0.080 0.438, 1 -0.498 -1.427 -0.385, 2 -0.704 -0.160 0.876, 3 -0.764 2.670 1.752, 4 -0.398 5.759 1.927, 5 0.000 0.000 0.000, 6 0.069 3.056 0.961, 7 0.875 6.145 1.342, 8 -0.643 -2.775 -1.208, 9 -0.647 -4.091 -1.792, 10 -0.589 -4.144 -1.693, 11 -0.574 -4.178 -1.999, 12 -0.708 -4.279 -1.609, 13 -0.472 -3.928 -2.396, 14 -0.936 -4.147 -1.388, 15 -0.241 -2.630 -2.161, 16 -0.034 -1.136 -1.516, 17 0.257 0.424 -0.599, 18 -1.046 -2.920 -0.256, 19 -1.336 -1.420 0.684, 20 -1.323 -0.097 1.474,
0 -0.352 -0.080 0.438, 1 -0.501 -1.442 -0.400, 2 -0.704 -0.161 0.876, 3 -0.765 2.669 1.753, 4 -0.404 5.671 1.877, 5 0.000 0.000 0.000, 6 0.068 3.056 0.962, 7 0.868 6.140 1.350, 8 -0.650 -2.804 -1.237, 9 -0.646 -4.092 -1.794, 10 -0.588 -4.145 -1.695, 11 -0.573 -4.179 -2.001, 12 -0.707 -4.280 -1.611, 13 -0.471 -3.929 -2.398, 14 -0.935 -4.148 -1.390, 15 -0.240 -2.630 -2.162, 16 -0.033 -1.136 -1.517, 17 0.257 0.424 -0.598, 18 -1.059 -2.978 -0.312, 19 -1.335 -1.421 0.683, 20 -1.323 -0.098 1.474,
0 -0.352 -0.080 0.437, 1 -0.505 -1.459 -0.417, 2 -0.705 -0.161 0.875, 3 -0.766 2.668 1.750, 4 -0.402 5.753 1.927, 5 0.000 0.000 0.000, 6 0.068 3.055 0.960, 7 0.871 6.140 1.344, 8 -0.658 -2.837 -1.272, 9 -0.644 -4.092 -1.795, 10 -0.586 -4.145 -1.695, 11 -0.571 -4.179 -2.001, 12 -0.705 -4.280 -1.612, 13 -0.469 -3.929 -2.397, 14 -0.934 -4.148 -1.390, 15 -0.258 -2.696 -2.230, 16 -0.033 -1.135 -1.515, 17 0.257 0.424 -0.598, 18 -1.059 -2.978 -0.313, 19 -1.336 -1.422 0.682, 20 -1.324 -0.098 1.472,
0 -0.340 -0.091 0.481, 1 -0.486 -1.474 -0.350, 2 -0.679 -0.182 0.962, 3 -0.740 2.646 1.835, 4 -0.376 5.731 2.009, 5 0.000 0.000 0.000, 6 0.095 3.033 1.046, 7 0.899 6.118 1.427, 8 -0.632 -2.858 -1.181, 9 -0.617 -4.113 -1.704, 10 -0.559 -4.166 -1.605, 11 -0.543 -4.200 -1.910, 12 -0.678 -4.301 -1.522, 13 -0.442 -3.950 -2.306, 14 -0.907 -4.169 -1.301, 15 -0.231 -2.717 -2.139, 16 -0.005 -1.157 -1.425, 17 0.285 0.403 -0.509, 18 -1.034 -2.999 -0.224, 19 -1.311 -1.442 0.769, 20 -1.299 -0.119 1.558,
0 -0.339 -0.091 0.481, 1 -0.486 -1.474 -0.350, 2 -0.679 -0.181 0.962, 3 -0.739 2.646 1.835, 4 -0.374 5.731 2.009, 5 0.000 0.000 0.000, 6 0.095 3.032 1.046, 7 0.899 6.117 1.426, 8 -0.632 -2.857 -1.180, 9 -0.617 -4.111 -1.703, 10 -0.560 -4.164 -1.603, 11 -0.544 -4.198 -1.909, 12 -0.679 -4.299 -1.520, 13 -0.442 -3.948 -2.304, 14 -0.907 -4.167 -1.299, 15 -0.231 -2.716 -2.138, 16 -0.006 -1.157 -1.425, 17 0.284 0.402 -0.509, 18 -1.033 -2.997 -0.223, 19 -1.310 -1.441 0.769, 20 -1.298 -0.119 1.558,
0 -0.385 -0.091 0.483, 1 -0.509 -1.473 -0.349, 2 -0.770 -0.181 0.965, 3 -0.738 2.645 1.835, 4 -0.375 5.729 2.012, 5 0.000 0.000 0.000, 6 0.096 3.031 1.046, 7 0.898 6.115 1.429, 8 -0.633 -2.856 -1.180, 9 -0.618 -4.110 -1.701, 10 -0.561 -4.163 -1.602, 11 -0.545 -4.197 -1.907, 12 -0.680 -4.298 -1.519, 13 -0.443 -3.947 -2.303, 14 -0.908 -4.166 -1.298, 15 -0.232 -2.716 -2.137, 16 -0.006 -1.156 -1.424, 17 0.284 0.402 -0.509, 18 -1.034 -2.996 -0.223, 19 -1.310 -1.441 0.770, 20 -1.298 -0.118 1.558,
0 -0.385 -0.091 0.482, 1 -0.508 -1.473 -0.350, 2 -0.770 -0.183 0.963, 3 -0.729 2.688 1.798, 4 -0.327 5.822 1.913, 5 0.000 0.000 0.000, 6 0.094 3.029 1.046, 7 0.889 6.103 1.435, 8 -0.631 -2.855 -1.181, 9 -0.615 -4.109 -1.704, 10 -0.557 -4.162 -1.605, 11 -0.541 -4.196 -1.910, 12 -0.676 -4.297 -1.522, 13 -0.440 -3.946 -2.304, 14 -0.905 -4.165 -1.301, 15 -0.229 -2.714 -2.136, 16 -0.005 -1.155 -1.423, 17 0.284 0.402 -0.508, 18 -1.032 -2.996 -0.225, 19 -1.309 -1.441 0.767, 20 -1.297 -0.120 1.555,
0 -0.386 -0.090 0.482, 1 -0.509 -1.473 -0.348, 2 -0.773 -0.181 0.964, 3 -0.742 2.645 1.830, 4 -0.378 5.731 1.999, 5 0.000 0.000 0.000, 6 0.095 3.030 1.041, 7 0.901 6.117 1.417, 8 -0.632 -2.855 -1.177, 9 -0.616 -4.109 -1.699, 10 -0.559 -4.163 -1.600, 11 -0.543 -4.196 -1.905, 12 -0.678 -4.297 -1.517, 13 -0.441 -3.946 -2.300, 14 -0.907 -4.165 -1.296, 15 -0.230 -2.715 -2.134, 16 -0.004 -1.156 -1.423, 17 0.286 0.401 -0.509, 18 -1.035 -2.995 -0.221, 19 -1.314 -1.439 0.770, 20 -1.303 -0.117 1.556,
0 -0.340 -0.091 0.481, 1 -0.486 -1.473 -0.350, 2 -0.679 -0.181 0.962, 3 -0.740 2.644 1.834, 4 -0.380 5.723 2.013, 5 0.000 0.000 0.000, 6 0.095 3.030 1.045, 7 0.893 6.110 1.431, 8 -0.632 -2.855 -1.180, 9 -0.616 -4.109 -1.702, 10 -0.559 -4.163 -1.603, 11 -0.543 -4.196 -1.908, 12 -0.678 -4.297 -1.520, 13 -0.441 -3.947 -2.303, 14 -0.907 -4.165 -1.299, 15 -0.230 -2.715 -2.136, 16 -0.005 -1.156 -1.424, 17 0.285 0.402 -0.509, 18 -1.033 -2.996 -0.223, 19 -1.311 -1.441 0.769, 20 -1.299 -0.119 1.557,
0 -0.340 -0.091 0.480, 1 -0.485 -1.473 -0.350, 2 -0.679 -0.183 0.960, 3 -0.740 2.642 1.833, 4 -0.379 5.719 2.012, 5 0.000 0.000 0.000, 6 0.094 3.029 1.045, 7 0.893 6.106 1.431, 8 -0.631 -2.856 -1.181, 9 -0.621 -4.123 -1.718, 10 -0.557 -4.163 -1.606, 11 -0.541 -4.196 -1.910, 12 -0.685 -4.263 -1.516, 13 -0.467 -4.001 -2.357, 14 -0.905 -4.166 -1.302, 15 -0.230 -2.714 -2.136, 16 -0.005 -1.155 -1.423, 17 0.285 0.403 -0.508, 18 -1.032 -2.997 -0.226, 19 -1.316 -1.504 0.710, 20 -1.298 -0.121 1.555,
0 -0.340 -0.092 0.479, 1 -0.485 -1.475 -0.351, 2 -0.680 -0.184 0.958, 3 -0.741 2.642 1.830, 4 -0.380 5.638 1.948, 5 0.000 0.000 0.000, 6 0.094 3.030 1.044, 7 0.897 6.109 1.424, 8 -0.630 -2.858 -1.181, 9 -0.619 -4.126 -1.720, 10 -0.554 -4.166 -1.608, 11 -0.538 -4.200 -1.913, 12 -0.682 -4.266 -1.519, 13 -0.464 -4.004 -2.359, 14 -0.903 -4.169 -1.305, 15 -0.228 -2.716 -2.135, 16 -0.004 -1.155 -1.421, 17 0.276 0.312 -0.589, 18 -1.032 -3.000 -0.228, 19 -1.317 -1.507 0.708, 20 -1.299 -0.122 1.552,
0 -0.340 -0.092 0.480, 1 -0.485 -1.475 -0.351, 2 -0.680 -0.183 0.959, 3 -0.726 2.639 1.910, 4 -0.380 5.641 1.950, 5 0.000 0.000 0.000, 6 0.094 3.032 1.045, 7 0.896 6.111 1.426, 8 -0.630 -2.859 -1.182, 9 -0.619 -4.134 -1.691, 10 -0.555 -4.167 -1.609, 11 -0.539 -4.201 -1.913, 12 -0.675 -4.297 -1.400, 13 -0.465 -4.005 -2.360, 14 -0.900 -4.199 -1.187, 15 -0.229 -2.717 -2.137, 16 -0.004 -1.156 -1.423, 17 0.276 0.312 -0.590, 18 -1.032 -3.000 -0.228, 19 -1.317 -1.507 0.709, 20 -1.300 -0.122 1.553,
0 -0.340 -0.091 0.481, 1 -0.486 -1.476 -0.351, 2 -0.681 -0.183 0.962, 3 -0.727 2.644 1.914, 4 -0.378 5.654 1.951, 5 0.000 0.000 0.000, 6 0.095 3.036 1.047, 7 0.901 6.124 1.426, 8 -0.632 -2.861 -1.183, 9 -0.597 -4.113 -1.594, 10 -0.521 -4.148 -1.440, 11 -0.531 -4.236 -1.793, 12 -0.679 -4.301 -1.399, 13 -0.441 -3.953 -2.309, 14 -0.904 -4.202 -1.186, 15 -0.230 -2.719 -2.141, 16 -0.005 -1.157 -1.426, 17 0.285 0.404 -0.509, 18 -1.034 -3.003 -0.226, 19 -1.319 -1.507 0.712, 20 -1.302 -0.120 1.558,
0 -0.340 -0.091 0.481, 1 -0.486 -1.475 -0.350, 2 -0.681 -0.182 0.962, 3 -0.727 2.643 1.913, 4 -0.377 5.734 2.005, 5 0.000 0.000 0.000, 6 0.095 3.033 1.045, 7 0.901 6.121 1.423, 8 -0.632 -2.858 -1.182, 9 -0.601 -4.092 -1.589, 10 -0.529 -4.109 -1.433, 11 -0.474 -4.241 -1.803, 12 -0.679 -4.297 -1.397, 13 -0.441 -3.950 -2.307, 14 -0.903 -4.198 -1.184, 15 -0.230 -2.717 -2.139, 16 -0.005 -1.156 -1.425, 17 0.285 0.403 -0.509, 18 -1.034 -3.000 -0.225, 19 -1.319 -1.505 0.713, 20 -1.302 -0.119 1.558,
